LFQ intensity M10/S1	LFQ intensity M10/S2	LFQ intensity M10/S3	LFQ intensity M10/S5	LFQ intensity M11/G1	LFQ intensity M11/G2	LFQ intensity M11/G4	LFQ intensity M11/G5	LFQ intensity M12/S1	LFQ intensity M12/S4	LFQ intensity M13/G1	LFQ intensity M13/G2	LFQ intensity M13/G3	LFQ intensity M13/G4	LFQ intensity M13/G5	LFQ intensity M14/S3	LFQ intensity M14/S4	LFQ intensity M14/S5	LFQ intensity M15/S1	LFQ intensity M15/S10	LFQ intensity M15/S11	LFQ intensity M15/S2	LFQ intensity M15/S3	LFQ intensity M15/S4	LFQ intensity M15/S5	LFQ intensity M15/S6	LFQ intensity M15/S7	LFQ intensity M15/S8	LFQ intensity M15/S9	LFQ intensity M16/G1	LFQ intensity M16/G2	LFQ intensity M16/G3	LFQ intensity M16/G4	LFQ intensity M16/G5	LFQ intensity M17/G1	LFQ intensity M17/G2	LFQ intensity M17/G3	LFQ intensity M17/G4	LFQ intensity M17/G5	LFQ intensity M18/S1	LFQ intensity M18/S2	LFQ intensity M18/S3	LFQ intensity M18/S4	LFQ intensity M19/S1	LFQ intensity M19/S2	LFQ intensity M19/S3	LFQ intensity M19/S4	LFQ intensity M19/S5	LFQ intensity M19/S6	LFQ intensity M20/G1	LFQ intensity M20/G2	LFQ intensity M20/G3	LFQ intensity M20/G4	LFQ intensity M20/G5	LFQ intensity M20/G6	LFQ intensity M21/G2	LFQ intensity M21/G3	LFQ intensity M21/G4	LFQ intensity M23/G1	LFQ intensity M23/G10	LFQ intensity M23/G2	LFQ intensity M23/G3	LFQ intensity M23/G4	LFQ intensity M23/G5	LFQ intensity M23/G6	LFQ intensity M23/G7	LFQ intensity M23/G8	LFQ intensity M23/G9	LFQ intensity M24/S3	LFQ intensity M24/S4	LFQ intensity M24/S8	LFQ intensity M25/G1	LFQ intensity M25/G2	LFQ intensity M25/G3	LFQ intensity M25/G5	LFQ intensity M25/G6	LFQ intensity M25/G7	LFQ intensity M26/S1	LFQ intensity M26/S2	LFQ intensity M26/S3	LFQ intensity M26/S4	LFQ intensity M27/S1	LFQ intensity M27/S2	LFQ intensity M27/S3	LFQ intensity M27/S4	LFQ intensity M27/S5	LFQ intensity M27/S6	LFQ intensity M29/S1	LFQ intensity M29/S2	LFQ intensity M29/S3	LFQ intensity M29/S4	LFQ intensity M4/G1	LFQ intensity M4/G2	LFQ intensity M4/G3	LFQ intensity M4/G4	LFQ intensity M5/S1	LFQ intensity M5/S2	LFQ intensity M5/S3	LFQ intensity M5/S4	LFQ intensity M5/S5	LFQ intensity M5/S6	LFQ intensity M6/G1	LFQ intensity M6/G2	LFQ intensity M6/G3	LFQ intensity M6/G4	LFQ intensity M6/G5	LFQ intensity M6/G6	LFQ intensity M6/G7	LFQ intensity M6/G8	LFQ intensity M6/G9	LFQ intensity M7/S1	LFQ intensity M7/S3	LFQ intensity M7/S4	LFQ intensity M7/S5	LFQ intensity M7/S6	LFQ intensity M8/G1	LFQ intensity M8/G2	LFQ intensity M8/G3	LFQ intensity M8/G4	LFQ intensity M8/G5	LFQ intensity M8/G6	LFQ intensity M9/S1	LFQ intensity M9/S10	LFQ intensity M9/S11	LFQ intensity M9/S12	LFQ intensity M9/S3	LFQ intensity M9/S4	LFQ intensity M9/S6	LFQ intensity M9/S7	LFQ intensity M9/S8	LFQ intensity M9/S9	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS count	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names
0	0	0	18524000	0	0	8096900	0	0	0	9831100	0	8984200	0	0	0	0	7606800	9131800	0	0	0	0	11461000	11288000	0	14023000	0	0	0	8696800	9252900	0	9596300	0	7894000	0	0	0	0	0	0	0	0	0	0	10828000	0	0	0	0	0	0	0	0	11024000	0	0	0	11073000	0	10479000	0	0	6642200	0	0	0	0	0	0	0	0	0	0	0	0	10317000	0	0	0	0	11297000	0	10439000	0	0	8978900	0	10122000	0	0	10199000	0	10738000	11564000	9366900	0	0	0	8313700	10185000	0	0	10168000	0	10726000	0	0	0	0	0	0	0	0	6476000	9622800	15494000	0	11210000	0	0	0	0	8295700	11328000	0	0	0	0	10038000	5	5	5	37.9	37.9	37.9	15.857	0	11.029	348490000	72	Q3TV70;Q569V8	Q3TV70	Nuclear receptor 2C2-associated protein	Nr2c2ap
0	0	0	0	0	0	6364700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4263000	8865800	0	0	0	0	0	0	0	0	0	0	0	5052300	0	0	3796700	0	0	4839400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5528200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4860000	0	4003700	0	0	0	0	4443900	4296200	4162000	0	0	0	0	3762800	0	0	5243300	0	0	0	0	0	4241800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	42.4	42.4	42.4	13.305	0	11.53	344500000	57	A0A0A6YXY1;A2APZ3;Q8R2U4;A2APZ2;A0A0A6YX97;A0A0A6YVQ9	A0A0A6YXY1;A2APZ3;Q8R2U4;A2APZ2;A0A0A6YX97	N-terminal Xaa-Pro-Lys N-methyltransferase 1;N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed	Ntmt1
9698600	0	21098000	12148000	11481000	0	12464000	7628200	14413000	9058500	9782900	0	0	0	12666000	8538400	0	8545600	8414800	0	0	0	0	0	13651000	0	0	0	0	10711000	0	7382800	0	0	0	11786000	0	13826000	0	0	0	10884000	0	0	0	15565000	10718000	7280800	0	12605000	0	0	0	0	0	11135000	10004000	0	0	0	12097000	0	0	0	9337000	0	0	14701000	15517000	0	18539000	8094800	0	12663000	10186000	0	13043000	0	0	0	0	0	0	0	0	0	0	8968100	9293700	9663600	0	0	0	0	14229000	11024000	0	0	0	9401700	13553000	10337000	10415000	12423000	8486500	15615000	12788000	12845000	10033000	13761000	0	14413000	0	11184000	0	10442000	0	7911500	0	0	0	9226400	0	0	12960000	0	12664000	0	0	0	13273000	5	5	5	28.9	28.9	28.9	36.186	0	10.391	549960000	43	Q05BE7;Q9QZS3;D3Z549;D3Z7I6;D3Z1E8;D3Z7J1;F8WJ71	Q05BE7;Q9QZS3	Protein numb homolog	Numb
12348000	0	0	0	6665200	8516700	9775100	7451500	12059000	7142300	0	0	13332000	8653100	9198700	0	0	0	0	9057800	0	9058500	7478600	11097000	9703800	6087900	0	12620000	8376300	8697600	9825100	0	6523800	12010000	8199100	9170000	0	17047000	6528800	4703900	13321000	11366000	0	11153000	10112000	18925000	0	0	0	8159300	0	9005000	6094800	8320700	10021000	10670000	8202700	12501000	0	9598200	6342900	0	11953000	0	0	0	16039000	0	0	0	0	7656300	10352000	0	9552000	0	10854000	24339000	0	0	0	0	12767000	9550600	9307400	6603300	0	0	8792100	8091600	9248700	0	9884000	9628700	0	8308300	0	0	0	6154500	0	7251000	8416300	6668600	9651500	12488000	8950200	7027300	8157500	6468800	0	0	0	10543000	0	0	7756000	0	10076000	8544500	18571000	11773000	11626000	6312300	8490100	0	0	9617500	0	8821200	0	5	5	5	12.1	12.1	12.1	70.375	0.00060132	6.8572	445990000	62	Q8BP60;Q99JX7;V9GXF3;V9GXW3;V9GX96;V9GXM5	Q8BP60;Q99JX7;V9GXF3;V9GXW3	Nuclear RNA export factor 1	Nxf1
0	0	0	0	0	0	0	0	0	0	0	0	8855700	0	7982000	0	0	0	2922300	0	0	0	0	0	8762100	6819300	0	0	0	23614000	18191000	8287800	32195000	26599000	0	0	0	0	6629800	9563000	6643700	0	25596000	5724800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9905900	0	0	0	0	0	0	0	0	10238000	0	8088100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8807300	0	0	0	12186000	0	0	0	0	0	0	0	0	9644600	0	15482000	0	0	0	0	0	0	0	0	0	43239000	17640000	5064500	0	5	5	5	15.1	15.1	15.1	60.811	0.0006152	7.5067	224760000	43	Q5SX74;Q5SX75;Q60716;B0QZH3;Q3UQ81;B0QZH1;Q5SX76;B0QZH2	Q5SX74;Q5SX75;Q60716	Prolyl 4-hydroxylase subunit alpha-2	P4ha2
0	0	0	0	0	0	0	0	0	0	6904000	0	7410700	0	6196700	0	0	0	6126300	0	0	0	6105700	0	0	0	0	0	0	0	6365200	10567000	0	0	6371600	0	0	0	0	0	0	0	0	0	0	0	0	0	11597000	0	0	0	0	0	0	0	0	0	6409300	0	0	0	0	0	0	0	0	0	5976500	0	0	0	0	0	0	0	0	9231900	0	0	0	0	0	0	0	0	8526700	0	0	0	0	0	14287000	0	8789500	0	0	0	6663100	0	13505000	0	0	0	6113400	0	0	0	0	0	0	0	0	7593300	0	0	0	7507300	8303500	0	7310200	0	0	0	0	0	0	0	0	0	0	5	5	5	24.8	24.8	24.8	36.721	0	8.9102	243610000	23	Q542N8;Q3TRX4;Q9Z0P4;Q3UZP7;Q91WF5;Q6ZQE7;Q8CB16;A0A1W2P879;A0A1W2P831	Q542N8;Q3TRX4;Q9Z0P4;Q3UZP7;Q91WF5;Q6ZQE7;Q8CB16	Paralemmin-1	Palm
0	0	0	0	0	0	0	7479000	0	17386000	0	0	0	0	0	0	0	0	0	12206000	0	0	0	0	0	7966500	0	0	0	0	10386000	0	0	0	11657000	9962200	0	0	0	0	0	0	0	0	0	0	0	0	21058000	0	0	10283000	15660000	0	0	16363000	11089000	7408800	0	0	7960900	0	9692500	11446000	0	0	0	0	0	9932600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6257100	0	0	0	0	0	0	0	0	0	0	0	0	0	10476000	7202300	0	0	0	0	0	10242000	0	0	0	6112600	0	0	0	0	0	0	0	0	10564000	9711800	0	0	0	9544000	0	14506000	0	6	6	5	18.3	18.3	16.4	42.329	0.0006006	6.8395	392520000	46	Q8C5R4;Q9EPC1;Q3UF75;D6RHM9;F2Z417	Q8C5R4;Q9EPC1;Q3UF75	Alpha-parvin	Parva
0	0	0	0	0	0	0	0	5613200	0	0	0	0	0	6736200	0	0	0	0	0	0	0	0	7247500	0	0	0	0	0	0	0	6205000	0	0	0	0	0	5994100	0	0	0	5769800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7497400	0	0	0	0	0	0	7023400	0	0	0	0	0	0	0	0	0	0	13343000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5945800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5264700	0	0	0	0	0	0	0	0	5	5	5	6.6	6.6	6.6	168.45	0.0014376	5.8941	128520000	11	D3YYF2;E9Q7L3;D3Z1W6;E9Q7L2;D3Z1N4;E9Q4Y5;F8VQD1;Q8BSQ9;D6RIL0;D6RI94;D3Z3R4;F6THL5;D3YYG4;D3Z1M8;Q9D7L7	D3YYF2;E9Q7L3;D3Z1W6;E9Q7L2;D3Z1N4;E9Q4Y5;F8VQD1;Q8BSQ9;D6RIL0;D6RI94;D3Z3R4	Protein polybromo-1	Pbrm1
0	0	0	12048000	0	17212000	21861000	0	12331000	0	21544000	0	21681000	0	0	0	0	0	35833000	0	0	0	0	0	0	0	15065000	0	0	13340000	15678000	21688000	0	0	0	18859000	0	0	0	0	0	0	0	14972000	0	11786000	0	0	0	18080000	0	0	0	0	0	23724000	0	0	0	0	0	0	0	0	36575000	0	0	29952000	0	0	15594000	0	0	0	0	0	0	0	13717000	0	0	61420000	0	0	21802000	0	17933000	14436000	0	21376000	0	0	0	0	15070000	11937000	0	0	0	0	24890000	15880000	0	0	19537000	0	13212000	0	0	0	0	11650000	29581000	0	0	16963000	0	27675000	0	0	0	15404000	0	0	30499000	15734000	0	0	0	0	18780000	5	5	5	45.5	45.5	45.5	21.853	0	30.98	479720000	49	Q8C5M4;P12815;Q3UGE5	Q8C5M4;P12815;Q3UGE5	Programmed cell death protein 6	Pdcd6
39340000	18507000	24411000	27396000	15454000	28307000	19529000	19517000	28513000	15142000	29340000	34452000	28744000	11632000	23765000	33374000	42409000	28717000	23229000	18848000	30374000	26869000	19887000	0	27767000	17318000	29318000	14859000	28123000	26495000	25086000	28452000	0	23179000	23727000	24513000	0	28703000	20318000	18861000	24352000	25375000	30688000	32157000	21212000	21903000	37010000	29605000	22291000	23214000	21608000	0	17224000	23113000	23799000	24279000	15929000	19181000	19976000	29021000	15615000	19649000	15910000	18917000	26145000	30496000	26535000	26210000	33688000	16692000	30851000	19647000	17860000	28202000	20182000	21947000	31994000	30700000	23653000	32734000	27676000	0	26251000	25841000	26457000	24449000	34879000	25771000	16505000	26411000	25312000	24473000	25751000	23145000	29339000	27099000	30685000	24847000	32377000	15724000	29913000	21707000	18236000	26055000	25432000	23023000	26885000	23007000	16457000	16880000	31184000	24711000	17400000	29456000	0	28186000	24261000	30633000	23617000	29647000	17746000	25300000	16880000	18532000	25050000	24324000	30374000	16933000	29971000	17929000	31375000	5	5	5	38.2	38.2	38.2	23.277	0	17.337	1487000000	223	Q8BFQ8	Q8BFQ8	Parkinson disease 7 domain-containing protein 1	Pddc1
0	0	0	15317000	5541800	8328000	6303900	8912500	0	0	0	0	8060100	0	0	0	0	0	7679900	0	0	0	12987000	0	5139800	12357000	9862600	0	0	0	0	8353100	0	0	6919100	8491600	0	0	0	8300800	5559300	0	0	0	0	10504000	9068900	0	7296100	5835900	0	0	12446000	0	0	0	7835400	7301500	0	3378100	7436100	5293400	0	0	13404000	0	0	0	0	6781800	0	6969000	0	0	8834100	0	0	5583500	0	0	0	0	4906400	0	5097400	0	10181000	12106000	0	15887000	0	0	4580300	0	7435500	0	0	10580000	0	6449900	16693000	6892600	0	6390700	0	4856800	0	8802400	0	10589000	0	6995300	0	0	0	7876300	0	8541100	0	0	0	0	0	10975000	8709100	7462500	0	9667300	0	0	5806000	5	5	5	27.1	27.1	27.1	32.723	0	86.068	307800000	141	Q3TDI5;Q8VCI5	Q3TDI5;Q8VCI5	Peroxisomal biogenesis factor 19	Pex19
43274000	16613000	55474000	39209000	63783000	0	40666000	44644000	48664000	32780000	51771000	53679000	45027000	30925000	47308000	0	46025000	48819000	34921000	38027000	22165000	48316000	66631000	39446000	65354000	87256000	60905000	46434000	63165000	40635000	44436000	29701000	60894000	50504000	38567000	36821000	25610000	35193000	38410000	118060000	28735000	43484000	180290000	36766000	31981000	60342000	16453000	92608000	70539000	27249000	30660000	40066000	32335000	59869000	39719000	18431000	41103000	33572000	35736000	51141000	50394000	61701000	33300000	48760000	33098000	47009000	43013000	38590000	44357000	52621000	41464000	63112000	53515000	0	58813000	25255000	34595000	53297000	76947000	53958000	42794000	131500000	70717000	46323000	49590000	49238000	40968000	64568000	54393000	53573000	70189000	35859000	31667000	46977000	0	36516000	45445000	86665000	62324000	66006000	87832000	69673000	46422000	65652000	36819000	40212000	44435000	0	54577000	50393000	41330000	72104000	75243000	54951000	86758000	51110000	50320000	75743000	47621000	54187000	48329000	63420000	44368000	64448000	40240000	42929000	96538000	61581000	25399000	66960000	61152000	5	5	5	32.3	32.3	32.3	14.731	0	156.45	3055200000	232	E9Q6U4;Q3UWL8;E9Q4Q8;E9Q8R1;Q6P0X1	E9Q6U4;Q3UWL8	Prefoldin subunit 4	Pfdn4
36535000	0	0	58200000	20958000	31856000	25459000	17989000	19121000	0	28297000	17494000	34632000	17922000	0	27749000	19711000	22995000	29143000	0	0	17928000	20343000	18076000	30152000	26152000	32788000	23204000	23176000	20509000	24862000	30988000	13930000	22051000	0	21137000	11108000	19223000	0	30507000	0	27072000	61309000	27046000	16571000	18879000	27335000	36683000	20492000	25761000	17335000	14471000	18076000	12417000	0	14555000	0	20593000	23842000	19799000	18242000	28171000	12829000	20105000	33385000	54598000	24872000	20048000	28591000	13609000	0	14898000	20968000	19283000	20877000	0	22943000	0	26476000	20710000	29151000	38672000	29831000	21719000	32566000	15362000	30462000	38368000	28607000	34502000	21120000	0	19392000	15971000	30736000	23975000	30462000	23963000	22940000	17002000	26127000	44456000	18533000	22243000	23630000	0	27341000	22290000	16471000	17909000	32625000	27960000	30132000	15508000	0	10687000	20803000	45368000	17556000	20870000	0	0	15252000	20275000	18374000	26958000	27713000	17144000	30729000	21280000	24757000	6	6	5	53.9	53.9	41.6	17.356	0	42.973	1424400000	183	Q9WU28;Q6ZWY7;H7BWX1;E9PZ62;Q9DAJ0	Q9WU28;Q6ZWY7;H7BWX1	Prefoldin subunit 5	Pfdn5
3545400	0	0	0	8318300	0	10363000	0	0	9199500	0	11099000	0	0	8139800	0	10270000	0	0	10555000	0	0	0	0	9143700	8406000	0	0	0	0	9133700	0	13180000	7604000	14734000	3644400	11906000	9031400	6669900	0	0	10646000	14096000	0	0	0	9433000	7340100	6358900	0	0	8128400	8988200	0	9287200	9367400	9385200	0	12412000	10127000	8384100	11539000	5984300	0	0	6770100	11602000	0	10178000	8499500	0	0	0	8429100	7065200	0	0	11221000	0	0	0	0	9950200	0	0	0	0	10770000	12017000	0	13226000	0	8135400	10709000	0	0	0	0	0	6823100	0	0	6821500	0	10799000	8484300	0	8673200	8837000	7059200	0	0	0	0	0	9398200	7753000	8597500	8768500	8585600	10793000	0	9579300	11335000	7999900	0	0	12708000	0	11518000	0	5	5	5	27.9	27.9	27.9	20.294	0	9.8901	396470000	76	A0A0G2JG95;B7ZNW0;A1A4A7;Q8BX10	A0A0G2JG95;B7ZNW0;A1A4A7;Q8BX10	Serine/threonine-protein phosphatase PGAM5, mitochondrial	Pgam5
46575000	0	17023000	60433000	17315000	23598000	25593000	23907000	10142000	15778000	19608000	0	39061000	0	13272000	18348000	11866000	22327000	33021000	17396000	18143000	8730000	19990000	0	35352000	20684000	35132000	11508000	13075000	10507000	18299000	28037000	11171000	11535000	33224000	28791000	0	24045000	28327000	33711000	11763000	15912000	25148000	14951000	17514000	14275000	22775000	19123000	19761000	29223000	0	12091000	31686000	21668000	23186000	0	19790000	16819000	13020000	11219000	28620000	21240000	19695000	16303000	31649000	22566000	17615000	13901000	18877000	20077000	0	0	7754400	12281000	28322000	0	26440000	22305000	19023000	8975200	14107000	24375000	17010000	0	29903000	8358100	17396000	40367000	20904000	28708000	8415000	11611000	12512000	27547000	30532000	0	17095000	15972000	15085000	35601000	22803000	34841000	30640000	30664000	22257000	0	19215000	21952000	20983000	36726000	14425000	14401000	33251000	11351000	0	0	12167000	49224000	14099000	0	26303000	13369000	14466000	24015000	17997000	19193000	0	34707000	18320000	19673000	17202000	5	5	5	12.6	12.6	12.6	66.289	0	23.614	1296100000	115	Q3TCN2	Q3TCN2	Putative phospholipase B-like 2;Putative phospholipase B-like 2 28 kDa form;Putative phospholipase B-like 2 40 kDa form;Putative phospholipase B-like 2 15 kDa form	Plbd2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6146300	0	0	0	0	0	0	0	0	5	5	5	6.8	6.8	6.8	116.06	0.0038941	3.9246	37571000	10	V9GXQ9;Q91UZ1;A2AT91;Q5FWA6;Q6P8L2;Q9Z2T3;Q8BXH1	V9GXQ9;Q91UZ1;A2AT91;Q5FWA6;Q6P8L2	Phosphoinositide phospholipase C	Plcb4
29201000	0	0	0	10333000	23111000	9820100	10894000	13008000	11938000	10658000	0	0	0	12080000	0	9102500	0	0	0	0	13408000	0	0	0	0	9710300	12191000	0	0	0	0	0	0	0	11506000	0	11866000	13528000	0	0	13353000	0	14495000	13222000	13074000	13320000	0	0	0	0	0	14450000	0	0	18175000	0	13602000	14907000	0	14017000	0	15764000	0	0	0	13101000	0	0	0	0	0	0	0	11851000	0	14839000	0	10676000	10725000	0	0	0	15143000	12061000	0	17260000	0	0	0	6515100	0	0	0	0	13590000	0	0	12431000	11101000	0	0	12650000	0	11132000	0	10500000	0	0	0	0	0	0	12299000	0	0	15451000	0	0	19687000	0	0	0	0	8480500	0	13403000	0	0	0	0	5	5	5	15.8	15.8	15.8	47.379	0.0011682	6.1636	479850000	47	Q9ERS5;F8WIK5;D3Z3L8	Q9ERS5;F8WIK5	Pleckstrin homology domain-containing family A member 2	Plekha2
0	0	13698000	9930400	0	13738000	0	0	14746000	0	9852700	0	15614000	0	10692000	18995000	15779000	9628500	12671000	0	0	0	0	0	10544000	13666000	0	0	17912000	9162300	8739200	17604000	0	9482800	0	10304000	0	11401000	0	0	0	0	0	8960300	0	13854000	8493900	0	0	18531000	12728000	16350000	20480000	0	0	0	0	9032700	0	0	0	0	0	13696000	24746000	0	9606200	15160000	0	15552000	0	8211600	0	22412000	0	11330000	0	0	8355100	0	9973400	0	0	0	4319100	0	14385000	8135600	0	10140000	0	10422000	0	11934000	14763000	11156000	9349000	0	11815000	9079400	8716300	0	7957500	0	10114000	0	0	0	0	7106400	8757700	10151000	0	0	0	15760000	10980000	0	0	0	0	7150800	0	0	8630300	0	20291000	0	10652000	0	15272000	5	5	5	23.6	23.6	23.6	53.872	0	117.66	460170000	148	Q8K124	Q8K124	Pleckstrin homology domain-containing family O member 2	Plekho2
0	0	12843000	10555000	0	12265000	0	0	10596000	0	0	0	0	0	0	0	0	0	10998000	0	0	0	21282000	0	0	0	0	0	0	0	7337000	8605600	0	0	8876800	9761000	0	0	10941000	11030000	0	0	0	0	0	0	0	0	0	0	0	0	0	9195000	0	14931000	10745000	7828800	0	0	0	0	0	0	9630100	0	0	0	0	0	0	0	0	10281000	10528000	0	0	0	0	0	0	0	0	0	0	0	0	9548000	7757200	0	0	0	0	0	10145000	0	0	18069000	0	0	0	18040000	9695600	8244000	0	0	0	0	9380500	0	0	0	0	0	0	0	0	10960000	0	0	0	0	0	11434000	0	0	0	11119000	0	9967500	0	5	5	5	71	71	71	12.403	0	11.251	426310000	29	Q547B4;Q9CWP8	Q547B4;Q9CWP8	DNA polymerase delta subunit 4	Pold4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9064900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5017900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	17.8	17.8	17.8	44.356	0.0045732	3.6029	125970000	10	Q91WD1	Q91WD1	DNA-directed RNA polymerase III subunit RPC4	Polr3d
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4686900	0	7362700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3628800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	8.5	8.5	8.5	98.652	0	24.611	742060000	13	G3X957;O35711	G3X957;O35711	Liprin-beta-2	Ppfibp2
23618000	26954000	0	0	10489000	9924000	13128000	23167000	0	23238000	12251000	18535000	14929000	10817000	6708200	13462000	0	16309000	8824700	12337000	0	19119000	0	17060000	12661000	5421600	12581000	20783000	13571000	12521000	15276000	10698000	15423000	0	26879000	12859000	0	5974100	16830000	6331700	0	16298000	9377700	0	13369000	9425700	10985000	0	6517000	22544000	15063000	18594000	13446000	28908000	20535000	24880000	19219000	20840000	0	15671000	13777000	0	17810000	0	10479000	0	5387500	11586000	14321000	11056000	19613000	12397000	29334000	11683000	10740000	17961000	18028000	26533000	0	13209000	0	0	0	14158000	10543000	14031000	15930000	9227000	9990100	12314000	12594000	17645000	12743000	17978000	11590000	15050000	13666000	6090200	9959100	11151000	0	7336300	16034000	14157000	21038000	12197000	17112000	12702000	17727000	12446000	0	0	15954000	15964000	14378000	8922900	18399000	18337000	20398000	0	21300000	13993000	17595000	13607000	12121000	15419000	16355000	16183000	17677000	10591000	0	5	5	5	24	24	24	32.547	0	14.563	832170000	167	A0A0N4SVL9;Q9CQR6;A0A0N4SVE2;A0A0N4SW66	A0A0N4SVL9;Q9CQR6	Serine/threonine-protein phosphatase 6 catalytic subunit;Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed	Ppp6c
40413000	15762000	55796000	48477000	42919000	25588000	21569000	42693000	44070000	23221000	30366000	53369000	29881000	24914000	31217000	39269000	33383000	29903000	25571000	26242000	46935000	40799000	46812000	37230000	57848000	52132000	31229000	32214000	45282000	34487000	24712000	24526000	12466000	39785000	21162000	32327000	25677000	27813000	25885000	30539000	35874000	32773000	24786000	28243000	31235000	37186000	25839000	83919000	36525000	19975000	24685000	25155000	35170000	25643000	26120000	22976000	23886000	17784000	19733000	42037000	34917000	55316000	26780000	31600000	30735000	20536000	25970000	37328000	36194000	24335000	38115000	27224000	42993000	29869000	47055000	25855000	38083000	26736000	47425000	54483000	40186000	0	43074000	43029000	25774000	40892000	28654000	31769000	37591000	12376000	35374000	31124000	39108000	37641000	23267000	27128000	34848000	58027000	60036000	39478000	45180000	38901000	33841000	44053000	26613000	34652000	21345000	43976000	23454000	33454000	27298000	33960000	21916000	42868000	0	28362000	36431000	27385000	33957000	36948000	34906000	44281000	30750000	34287000	24613000	25273000	53226000	18650000	26364000	28219000	37968000	5	5	5	18.6	18.6	18.6	51.89	0	35.119	2133800000	393	Q05CA9;Q9EQC8	Q05CA9;Q9EQC8		Prcc
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5566500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	13.6	13.6	13.6	55.561	0.005848	3.1112	115430000	8	Q80UN7;Q53YN4;Q3UNG2;Q3TGE4;P28867;F1DGF6;Q1MX41;Q1MX43;Q1MX40;Q1MX42	Q80UN7;Q53YN4;Q3UNG2;Q3TGE4;P28867;F1DGF6	Protein kinase C delta type;Protein kinase C delta type;Protein kinase C delta type regulatory subunit;Protein kinase C delta type catalytic subunit	Prkcd
